1000,0,2.8872118,1,0.7855875,2,0.90154934,3,1.5257007,4,1.1158127,5,1.9273914,6,3.1889913,7,1.7705219,8,1.4940491,9,2.9037747,
1001,0,0.1790673,1,2.6471078,2,1.9887841,3,0.20491488,4,0.83698225,5,1.0460354,6,0.79571044,
1002,0,1.1510077,1,2.5290504,2,1.7026105,3,0.7662889,4,1.4832666,5,1.8129374,6,2.2518797,7,2.9678435,8,0.7180038,9,1.7354019,10,0.06233397,11,2.1510801,
1003,0,2.836986,1,0.7525047,2,1.082793,
1004,0,3.0778332,1,1.4331069,2,0.8660679,3,1.6837513,4,0.1487386,5,0.33429557,6,0.7094916,7,2.9350724,8,2.4411318,9,3.127846,10,0.69416636,11,1.493907,12,2.9683936,13,3.2202435,
1005,0,2.0653558,1,2.8881187,2,0.8899067,3,2.1297069,4,2.1029813,5,1.6219099,6,1.8557259,7,1.2905922,8,1.7722496,9,0.4726034,10,2.2255151,11,2.737412,12,1.4028982,13,1.6852124,14,1.9506862,
1006,0,2.3771405,1,0.24608834,2,1.5506703,3,2.7168264,4,2.3452604,5,0.90351117,6,3.0505588,7,3.1378045,
1007,0,3.052514,1,2.1054676,2,2.9582152,3,2.6881993,4,2.4464543,
1008,0,1.7486883,1,0.036344267,2,2.2012112,3,0.94376504,4,2.7892067,5,3.09929,6,0.47415096,7,2.121427,8,0.67939323,9,2.301129,10,1.2011497,11,1.4728256,12,2.5915246,13,2.2447538,14,0.34924492,15,0.48947245,16,2.0262704,
1009,0,1.4110079,1,1.0817583,2,3.045185,3,2.2555974,4,0.16033514,5,1.233662,6,2.4773133,7,0.7466363,8,2.9608943,9,1.3209661,
1010,0,1.0058801,1,2.5617092,2,0.13261232,3,2.8349338,4,2.7085469,5,2.9713838,
1011,0,0.009742022,1,0.33669612,2,2.132261,3,2.3463643,4,1.6146948,5,2.988374,6,0.58197415,7,1.9939083,8,2.3634377,9,0.4093237,10,1.5069246,11,1.7333114,12,0.4402291,13,1.236263,14,1.5048996,15,2.237988,
1012,0,1.3197024,1,2.8574433,2,3.0839088,3,2.695281,4,1.0297235,5,3.0793073,6,2.9394612,7,0.49984962,
1013,0,2.386102,1,2.8107767,2,0.8945488,3,1.5803092,4,3.0616283,5,2.683985,6,0.6746949,7,1.7536194,8,2.9602542,9,1.1108873,10,0.79980487,11,2.6478646,
1014,0,2.421922,1,0.16028075,2,2.9670293,3,0.9429222,4,0.46095547,5,2.6545093,6,0.5717615,7,1.2804296,8,0.86993945,9,0.5155509,10,2.7630706,11,2.0262818,12,2.2423732,13,1.312382,14,0.3520487,15,1.8367279,16,2.4233866,
1015,0,0.38800934,1,2.6758037,2,2.8179412,3,1.3004897,4,0.3252359,5,1.1437367,
1016,0,2.8082025,1,0.76433474,2,1.3315097,3,2.0462105,4,0.92477685,5,1.397924,6,1.4598792,7,1.8405892,8,0.9963716,9,2.2684295,10,2.7471714,11,0.14806552,12,2.9237175,13,2.0805266,14,1.4844571,15,2.2243996,16,0.7558859,17,1.8956797,
1017,0,1.1320897,1,2.46353,2,1.0693728,3,3.0028281,4,1.5431559,5,3.0792797,
1018,0,0.90898013,1,0.7049443,2,1.562194,3,0.291619,4,2.2434285,5,0.5824078,6,1.636148,7,2.5791903,8,0.93952155,
1019,0,2.940266,1,2.1810935,2,1.9551544,3,2.5959334,
1020,0,2.4044096,1,1.1874812,2,2.5183244,3,1.5840719,4,1.815361,5,1.907144,6,2.7667804,7,0.70953286,8,0.9486378,9,2.221956,10,1.3664725,11,2.2612078,12,1.9230205,13,1.2276502,14,1.5653104,
1021,0,1.2861413,1,0.1453624,2,2.316565,3,1.9855394,4,0.28347725,5,2.9445186,6,1.2579618,7,0.16171777,
1022,0,2.9512217,1,0.86976385,2,2.7507815,3,1.3989632,4,0.88585883,5,2.244027,6,1.9754226,7,1.2220911,8,0.6066582,9,1.3420463,10,2.6990077,11,0.8640731,12,2.21578,13,0.58976483,
